batting_team,bowling_team,venue,toss_winner,toss_decision,overs,balls,current_score,wickets,batting_team_form,bowling_team_form,head_to_head,key_batsman_form,key_bowler_form,venue_factor,final_score
Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,Punjab Kings,field,10,5,86,5,0.4726126763209396,0.7113199816784294,0.7178384159973485,0.9378710723890157,0.6940783068865117,1.0066576143552068,150
Gujarat Titans,Rajasthan Royals,M. A. Chidambaram Stadium,Gujarat Titans,bat,5,4,27,10,0.8699187436873961,0.8449182015388566,0.43748185598740963,0.7973527618654443,0.803467603133474,1.2306233793250287,116
Gujarat Titans,Sunrisers Hyderabad,Narendra Modi Stadium,Sunrisers Hyderabad,bat,20,0,228,4,0.5459756380636062,0.5903624743476552,0.5710973140443948,0.4721820883506119,0.605831862674959,1.0121520960666324,228
Rajasthan Royals,Punjab Kings,M. A. Chidambaram Stadium,Rajasthan Royals,bat,14,0,92,10,0.7740300566273932,0.6864006836539198,0.342664719941283,0.4035488666560179,0.41563109570359524,0.97465669764777,132
Rajasthan Royals,Royal Challengers Bangalore,Feroz Shah Kotla,Rajasthan Royals,field,7,0,53,0,0.7502851034254867,0.7859369146792169,0.4739991679750726,0.8922391265840718,0.8132328606005762,1.0095285170009243,172
Delhi Capitals,Mumbai Indians,M. Chinnaswamy Stadium,Delhi Capitals,bat,11,1,85,8,0.5255264771772176,0.8237491174872389,0.43225856757658665,0.4806893552531269,0.5618003202773284,0.8239937954284342,142
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Delhi Capitals,bat,19,3,179,6,0.5347503391622785,0.5171298115839376,0.5006041094159044,0.4397702660217428,0.8148107418197119,0.7065157378133332,181
Mumbai Indians,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,11,1,78,2,0.8968305943453583,0.8051869414701252,0.47944480773036335,0.90708637853273,0.7754677630505544,1.168029436621511,178
Lucknow Super Giants,Gujarat Titans,Feroz Shah Kotla,Lucknow Super Giants,bat,19,0,192,7,0.732498130262571,0.34750526071204246,0.583575551777261,0.5079641879724789,0.7218040956464574,1.1524193117617274,198
Punjab Kings,Chennai Super Kings,Wankhede Stadium,Punjab Kings,bat,6,5,50,7,0.7272167462825903,0.8165557014489315,0.29496674747056095,0.9330376688305535,0.7148234328893025,0.9544758972353831,132
Chennai Super Kings,Gujarat Titans,Punjab Cricket Association Stadium,Chennai Super Kings,field,5,2,34,6,0.5436791323134682,0.5017995717055542,0.4497225338395029,0.49042574529825544,0.8033241877203912,1.1493316695227938,112
Mumbai Indians,Chennai Super Kings,Sawai Mansingh Stadium,Mumbai Indians,field,5,0,32,10,0.80898325583233,0.4760184863031567,0.6739627827855675,0.6587005496383691,0.6798517079882638,1.1496814393209331,109
Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,Rajasthan Royals,bat,11,0,76,8,0.5744804150799775,0.6539337624732322,0.6729973914414278,0.5748743179464304,0.6728632581828757,0.9471548117230149,121
Chennai Super Kings,Lucknow Super Giants,Narendra Modi Stadium,Chennai Super Kings,field,6,4,38,9,0.7124216752767604,0.6185812289728752,0.7818297627150042,0.92962425856078,0.7733474109052279,1.124916183894624,124
Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,Rajasthan Royals,bat,17,2,141,8,0.8779193751622363,0.725244337860899,0.7242731955466821,0.6419145777597237,0.624461963305827,0.8504385039232513,158
Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,Chennai Super Kings,bat,7,0,64,4,0.882005178794725,0.6300252420624979,0.562353126613008,0.7665399634919996,0.462868811384468,1.2137536994132272,152
Chennai Super Kings,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Chennai Super Kings,field,19,4,188,9,0.6631390489778097,0.6077448303403239,0.7224911640556984,0.5780282692819122,0.47910820033871904,0.8236688211769053,189
Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,Delhi Capitals,field,14,1,136,2,0.7413778738275723,0.31360367482256496,0.3092914991170196,0.8706545140633318,0.8066371778710975,1.0935579320051851,186
Rajasthan Royals,Lucknow Super Giants,Ekana Cricket Stadium,Rajasthan Royals,field,18,3,164,9,0.860763034768862,0.40169713032733956,0.48871716759052386,0.8167492444449553,0.6166424342794149,0.9793741041867354,171
Sunrisers Hyderabad,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,field,16,4,168,5,0.5329984288223584,0.8863194838143489,0.7539785077318195,0.7233167156355778,0.40459249144402837,1.1477103228485563,190
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,19,4,168,10,0.6265047412030169,0.6677114061038236,0.30223867801605997,0.5544378165288512,0.737310178225552,1.2246564912676576,169
Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Gujarat Titans,bat,9,2,70,4,0.5408363291340414,0.35085022503904867,0.25017046409810917,0.9393217960451321,0.8207979035172112,0.8018567818173534,169
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,9,3,78,2,0.8725801599110334,0.5316118148383465,0.5327030127886159,0.4154991315929755,0.4922414631458538,0.9918475428125979,192
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,13,1,97,9,0.887272326300369,0.6567551011541851,0.45585495570236384,0.8810331116169958,0.9280580912981226,1.126545750391744,148
Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,6,4,44,9,0.8511608307871015,0.3192041857069298,0.3239790206608095,0.750310202057962,0.6119202727340425,1.1908836892894183,127
Lucknow Super Giants,Punjab Kings,Ekana Cricket Stadium,Punjab Kings,field,12,3,115,3,0.6381138137148835,0.34516949110919254,0.225898121659361,0.5484993868850226,0.60997610542223,0.870345884739365,163
Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,bat,18,3,142,10,0.8901917020733716,0.5623940686026049,0.458300516416782,0.7634631247718594,0.40015726727241185,1.0467438787726921,150
Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,Royal Challengers Bangalore,bat,5,3,36,10,0.7140025005874298,0.5986542499831589,0.5904232310433922,0.8226789275668354,0.6715650565612707,0.8234335537157667,137
Kolkata Knight Riders,Mumbai Indians,Ekana Cricket Stadium,Mumbai Indians,bat,19,4,199,2,0.3394751157437277,0.3877574371216407,0.40233499103990567,0.8776477019183695,0.5570897834854043,1.2046835616967166,202
Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,Gujarat Titans,bat,17,1,190,2,0.8038475156359342,0.7702687257239835,0.7790917589061663,0.6238673167570974,0.5903874932801099,1.0651089903490767,215
Chennai Super Kings,Kolkata Knight Riders,Ekana Cricket Stadium,Kolkata Knight Riders,bat,8,2,64,5,0.8285451886931854,0.8904343820683331,0.610279243890546,0.5776944360653493,0.7206697174203507,0.9246582521420753,173
Sunrisers Hyderabad,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,bat,16,2,118,10,0.6627795080334908,0.8074281029187731,0.7654132661808293,0.4978782462942777,0.8553296524781138,1.1078387323835344,146
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,14,4,112,4,0.32326752359590866,0.8106776199017376,0.5190758139244104,0.45012892944411576,0.7784483298294584,0.8584296186375131,146
Punjab Kings,Mumbai Indians,Wankhede Stadium,Punjab Kings,bat,11,0,96,4,0.582713617178358,0.6535474227936371,0.2957245747794622,0.7808449293052429,0.8959276996817205,1.184015232825509,178
Gujarat Titans,Chennai Super Kings,M. A. Chidambaram Stadium,Gujarat Titans,bat,15,0,111,9,0.6278681872573033,0.5095344710107892,0.7777097573986165,0.4283714691340636,0.9254735631944387,0.765691308980363,137
Delhi Capitals,Mumbai Indians,M. A. Chidambaram Stadium,Delhi Capitals,field,17,3,155,1,0.8353693782524563,0.388388599147276,0.46849568382206574,0.7097901962700138,0.5184754933134066,1.2699217015208237,182
Lucknow Super Giants,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,field,14,3,140,0,0.6771114520912849,0.7033372514329812,0.34553522377601215,0.6015623875980298,0.4837016337143736,1.2390743716302257,199
Lucknow Super Giants,Kolkata Knight Riders,Ekana Cricket Stadium,Lucknow Super Giants,field,6,3,50,4,0.6420106803475839,0.7311679460717446,0.6531812181451238,0.4049300754569716,0.9400087773431156,0.9649884789284395,154
Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,Gujarat Titans,bat,19,5,154,9,0.6235814888323887,0.7063294094343878,0.7552187777577779,0.4808258392610433,0.9043891668678731,1.1306490077517326,154
Royal Challengers Bangalore,Punjab Kings,Feroz Shah Kotla,Royal Challengers Bangalore,field,19,5,164,3,0.6731876241976245,0.5542867410189523,0.6563774717192836,0.6775344508298704,0.8611556659096109,1.1473964773008516,164
Punjab Kings,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,field,17,2,144,8,0.36450103686894425,0.4276574548391713,0.39644727553652936,0.7811652378776236,0.42013091506564293,0.9330742064259059,165
Lucknow Super Giants,Chennai Super Kings,Eden Gardens,Lucknow Super Giants,field,6,2,38,9,0.7486231312086598,0.4373058255327137,0.20590398695253695,0.8919276081719016,0.9427385816647018,0.7720235632197097,145
Sunrisers Hyderabad,Kolkata Knight Riders,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,11,4,89,1,0.6321726736089504,0.8751888349558625,0.5176374089654769,0.7212243116397707,0.8463688567393974,1.1423442499509058,184
Punjab Kings,Chennai Super Kings,Rajiv Gandhi International Stadium,Punjab Kings,field,14,4,121,3,0.33399566435289685,0.43145108579107083,0.786062778989923,0.6484481097111066,0.7091771461683323,0.8823158974929128,171
Mumbai Indians,Chennai Super Kings,Narendra Modi Stadium,Chennai Super Kings,field,18,4,144,8,0.7139352033507192,0.8582547481168499,0.6822281601519805,0.5285082710645026,0.48447013945391754,0.9365610382276256,151
Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,field,12,2,84,9,0.8966358850792218,0.425509289032765,0.6208516339813202,0.8023200735872833,0.8900245652102405,1.1061998192853884,129
Royal Challengers Bangalore,Delhi Capitals,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,20,0,193,4,0.6138622677955203,0.3941366982148098,0.40630509274827853,0.7439764880161734,0.41633337100851403,1.0476243990875265,193
Gujarat Titans,Punjab Kings,Feroz Shah Kotla,Punjab Kings,field,7,4,49,6,0.4411804492818029,0.3860568093951682,0.3981005940944502,0.8125514067325081,0.5313475978046669,0.8593974643568374,98
Sunrisers Hyderabad,Chennai Super Kings,Punjab Cricket Association Stadium,Chennai Super Kings,bat,9,2,68,0,0.6628101826923505,0.4397031236150918,0.33929692930937105,0.41741678159153706,0.4136402448084408,0.7195389784996357,187
Sunrisers Hyderabad,Punjab Kings,Rajiv Gandhi International Stadium,Punjab Kings,bat,14,5,99,8,0.35420382711831355,0.30332779866476584,0.6935103713688865,0.6593112909569252,0.9488409344267252,1.234470964262477,132
Delhi Capitals,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,field,11,4,71,10,0.540362455882625,0.7540381692379483,0.20267793318638666,0.4755082847763356,0.782892642586374,0.8773304827041729,113
Sunrisers Hyderabad,Kolkata Knight Riders,Narendra Modi Stadium,Kolkata Knight Riders,field,18,0,170,6,0.3201677834699788,0.3726819669515818,0.6267545233049909,0.5092551981362465,0.506146106162435,1.0525202005137808,184
Punjab Kings,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,field,16,5,136,8,0.6509426062270156,0.7382815017680522,0.43296394185166925,0.4003817003090146,0.8940015582680814,1.12558711025014,153
Chennai Super Kings,Kolkata Knight Riders,Ekana Cricket Stadium,Kolkata Knight Riders,field,15,1,118,2,0.5948698330887542,0.8382539916642735,0.3285415899624623,0.811221282594469,0.7088161619248269,0.8640874510990814,174
Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,Delhi Capitals,field,16,3,166,1,0.8546321503085925,0.4528975667626467,0.7776056164799068,0.545566184961167,0.4522207908888706,1.2871361172644964,194
Mumbai Indians,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,bat,20,0,185,7,0.6145990056929951,0.4704273063650616,0.5642639155460885,0.59926476010146,0.7320689724772573,1.1462668634157671,185
Gujarat Titans,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,bat,5,0,43,3,0.5495225933685659,0.34402344344452734,0.6927578787816813,0.9230263839103339,0.510319042589891,1.2641691840745124,169
Delhi Capitals,Rajasthan Royals,Eden Gardens,Rajasthan Royals,bat,15,3,140,3,0.8998600408698583,0.3299060133432715,0.43018815468353017,0.607721902860765,0.9271035806938935,0.9988238205996319,167
Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,Chennai Super Kings,field,13,2,94,0,0.6165645873825787,0.48571890224903524,0.686112499759493,0.7401470483299917,0.628264623120417,0.7561641123685932,167
Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,Kolkata Knight Riders,field,8,4,62,1,0.4349260584160968,0.5293000050860694,0.7836704887283128,0.8455564806453115,0.8377493216878076,1.11709790474036,155
Kolkata Knight Riders,Chennai Super Kings,Sawai Mansingh Stadium,Kolkata Knight Riders,field,12,4,94,2,0.6373000509208618,0.4439667301465541,0.2210543005019059,0.5618963235937346,0.816416637254046,1.0609484901190158,163
Mumbai Indians,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Royal Challengers Bangalore,bat,20,0,159,6,0.5433218703138183,0.45794076776284565,0.7143831054910914,0.6300302592409441,0.41095418327555805,1.1728694635555135,159
Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,field,19,3,132,8,0.40302944406438046,0.6871140498424718,0.582974322591991,0.8116337416293143,0.615406094731654,0.8346669327273767,134
Lucknow Super Giants,Mumbai Indians,Eden Gardens,Lucknow Super Giants,field,13,1,84,10,0.4276485451103873,0.4741942165588334,0.43191071909044615,0.8242797514857896,0.5285252547756808,1.0094679043067591,135
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,Sunrisers Hyderabad,bat,15,1,106,7,0.5494744221591146,0.5549532958917088,0.7646292157320582,0.5746047485115489,0.8140481679147507,1.019848039227402,139
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,field,11,5,99,2,0.4883388643470118,0.3777715011985433,0.2439245230732376,0.8381392211005279,0.925681087242093,0.7345459428141131,186
Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi International Stadium,Lucknow Super Giants,field,9,1,80,5,0.31912822376017724,0.4493772652042768,0.20412098497867479,0.5196547624417115,0.5944416211577707,0.7690796920434854,181
Delhi Capitals,Mumbai Indians,M. Chinnaswamy Stadium,Delhi Capitals,bat,15,1,88,9,0.42233969183525466,0.5369906814391043,0.27266743187416714,0.43306243226746005,0.7623612920527443,0.9577759019437313,120
Gujarat Titans,Rajasthan Royals,Eden Gardens,Rajasthan Royals,bat,5,3,40,3,0.6421898937353545,0.5776155792486573,0.2526221608371978,0.7240656554793871,0.8842231041941913,0.7722014704400172,141
Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,Chennai Super Kings,bat,17,5,157,3,0.47893759207607345,0.6829309554825267,0.5083207916121313,0.6534634175540137,0.515010366476875,1.0627469548004023,173
Sunrisers Hyderabad,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,5,0,42,5,0.4673370424381906,0.48422723996814554,0.4237142126827045,0.8641913972250597,0.7526602580770606,1.155199093150305,142
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,Sunrisers Hyderabad,field,8,3,63,3,0.5680789641189246,0.6624591462175038,0.7148451620805509,0.571499512734343,0.685720704873195,1.1350395782966385,141
Gujarat Titans,Lucknow Super Giants,M. A. Chidambaram Stadium,Gujarat Titans,bat,18,2,166,3,0.49638214486591015,0.36198991512150647,0.38393406400962304,0.5771710730189823,0.684185584773335,1.0505569930465108,181
Gujarat Titans,Punjab Kings,Wankhede Stadium,Punjab Kings,bat,15,5,131,6,0.6079428445739742,0.39588364124913733,0.42423862766240905,0.4095868421646289,0.6568310245227613,0.9520771125847473,161
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,9,4,86,0,0.831902727961191,0.5956856842382052,0.521116817920573,0.5069780260260329,0.8474032901125306,1.151822521182919,201
Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,7,1,52,7,0.45003074323815406,0.45734991447136286,0.2391168615414948,0.48190441891068236,0.5337848389572721,0.7219129902960308,110
Kolkata Knight Riders,Punjab Kings,Feroz Shah Kotla,Punjab Kings,field,10,4,98,2,0.4207053412538931,0.8012006336328672,0.26291123498547975,0.7023863979735091,0.46989579929025616,1.093504056638291,193
Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,8,4,68,9,0.33580899731542024,0.5549845002884929,0.23876724480130956,0.6888955884994115,0.4927307785132476,0.9240882664148053,156
Delhi Capitals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,6,2,44,9,0.37801163441970304,0.7477764540480615,0.2529420661770291,0.811040575177826,0.6770010134408013,1.2735515000461723,126
Sunrisers Hyderabad,Mumbai Indians,Ekana Cricket Stadium,Mumbai Indians,bat,5,5,44,3,0.3980130757785644,0.8126300344789288,0.4636958801937738,0.9167243429762666,0.4909886297398666,0.8114790427195431,172
Gujarat Titans,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,19,2,174,2,0.43962526664791507,0.5366952577502861,0.35373933804648194,0.7438211421147718,0.5102484889809047,1.1556577653379367,180
Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,18,0,210,5,0.46520217038610023,0.34686430751943276,0.22166946105638402,0.7400750830754158,0.4134739525081808,1.277967042147487,223
Lucknow Super Giants,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,10,2,89,2,0.3981261059396362,0.7617309115979258,0.5469843531475453,0.8940730647539894,0.7282264517580618,1.2208335559491452,169
Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,Rajasthan Royals,bat,8,0,61,10,0.4602906805951304,0.8495336794087178,0.5953684856722984,0.5211370809574554,0.4673395143287063,0.8253560868129972,125
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,Punjab Kings,bat,13,1,98,8,0.5575176717706686,0.5984902346071245,0.4934613692963173,0.7641409353037419,0.8779946878401328,0.8190704441165901,146
Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,11,2,91,7,0.7972367627802321,0.8514979872624018,0.4427263607971916,0.7418704273775041,0.949663473062125,0.8964016568738408,139
Mumbai Indians,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,6,1,49,2,0.7565471477856669,0.5467298200224847,0.663523895222879,0.5632825872057494,0.7498052391188175,0.8643743635268346,204
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,field,13,4,105,1,0.8985826068975797,0.8049753155480652,0.4587132445359585,0.6262739353080462,0.7116547043367389,0.7944462779457927,170
Delhi Capitals,Mumbai Indians,Punjab Cricket Association Stadium,Delhi Capitals,bat,12,5,100,8,0.669429966052002,0.7343760052737541,0.43935667139272494,0.6789731553897045,0.7729664729289552,1.1523476347286667,136
Chennai Super Kings,Lucknow Super Giants,Ekana Cricket Stadium,Chennai Super Kings,field,16,5,159,9,0.8359568817155929,0.5774494708536733,0.7548939080040264,0.8834796693604703,0.5883591739204308,0.7640406501808896,172
Rajasthan Royals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Royal Challengers Bangalore,field,20,0,233,3,0.3709443754572452,0.378045717769144,0.38229648703255203,0.8892040941741397,0.815289511062707,0.8227550757852808,233
Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,field,13,4,125,3,0.818157880098856,0.37595811251929645,0.739029331771609,0.725906068366662,0.941144808210318,0.9001805955961518,172
Lucknow Super Giants,Delhi Capitals,Wankhede Stadium,Lucknow Super Giants,bat,11,0,76,10,0.6689416773118624,0.6852170570607661,0.6136818367617133,0.5877134163942257,0.46544530501684966,1.047026305144963,118
Gujarat Titans,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,bat,11,3,83,3,0.42201660429308857,0.4429193488260066,0.672104942553259,0.9280997368016287,0.7880744219706071,0.8052379505617033,165
Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,19,2,210,4,0.4434773317897475,0.746832982208995,0.7870268212160068,0.6930999726721978,0.4734238353497734,0.7652140548439413,215
Chennai Super Kings,Delhi Capitals,Narendra Modi Stadium,Chennai Super Kings,bat,12,5,119,1,0.3172953045742276,0.680069475178842,0.2528921336776341,0.7844230069713376,0.9265567299218366,0.9889488667928528,195
Punjab Kings,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,bat,8,0,69,7,0.858135887338602,0.5140153729746834,0.5778114986004532,0.5591833876571254,0.7153958952329753,1.2288290329383338,124
Kolkata Knight Riders,Sunrisers Hyderabad,Ekana Cricket Stadium,Sunrisers Hyderabad,bat,8,0,74,2,0.8048185026105139,0.5070400402837585,0.6717704316381538,0.8856914618741794,0.8125431121579826,1.299194628412008,184
Punjab Kings,Gujarat Titans,Rajiv Gandhi International Stadium,Gujarat Titans,bat,15,0,96,8,0.4595588193501856,0.49465937664556026,0.4836664145745055,0.6117258132567476,0.6750005798990022,0.7519415276951547,134
Royal Challengers Bangalore,Punjab Kings,M. A. Chidambaram Stadium,Royal Challengers Bangalore,field,5,2,42,2,0.6088608055639095,0.869910984496276,0.7096271303527606,0.6387755210591737,0.5339961435302794,1.084069125582699,197
Sunrisers Hyderabad,Gujarat Titans,Narendra Modi Stadium,Sunrisers Hyderabad,field,14,2,117,1,0.3964960758144384,0.6561504287730171,0.40005249993449454,0.840339140926987,0.4772850132969515,1.1085409312736583,167
Gujarat Titans,Punjab Kings,M. Chinnaswamy Stadium,Gujarat Titans,bat,10,3,76,2,0.4744156613334738,0.7122545561388508,0.6777842573065398,0.8145226595045922,0.504170072149453,0.811115129568806,160
Mumbai Indians,Chennai Super Kings,Feroz Shah Kotla,Mumbai Indians,bat,8,5,66,10,0.4281283038971241,0.3220841619052634,0.4396820668174109,0.7820768789799362,0.945532757868059,0.8405421322692008,130
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,Gujarat Titans,field,6,0,36,1,0.4027536001417198,0.828270499007892,0.5925043597041362,0.6649105105046191,0.5674106872806695,1.2226349824198501,161
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,15,2,117,10,0.46377773041142634,0.31448066645958833,0.7001127316994391,0.877385680654257,0.4541034473170443,1.2252862182433093,154
Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,field,19,1,144,9,0.7141810525538008,0.8572812182348062,0.21860151189541077,0.784315284045532,0.5598593824770322,1.046838851343357,149
Gujarat Titans,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,12,4,98,6,0.5720058013135993,0.4526461895853465,0.3021632157772652,0.5300960828887756,0.49860102070852674,1.1452778660809741,146
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,field,14,5,108,6,0.5622239124429491,0.8739095442156999,0.4769870341242021,0.8782748427461733,0.7781330243272138,0.7248258101614995,138
Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,Lucknow Super Giants,field,15,5,116,3,0.337911742245126,0.5950642641610635,0.5595302187991864,0.903234891317548,0.5058646533076364,1.2053015117184869,145
Gujarat Titans,Rajasthan Royals,Punjab Cricket Association Stadium,Rajasthan Royals,field,14,0,99,6,0.6898139260952338,0.6650672480327489,0.5760698377541101,0.7916329070166458,0.8765536301905031,1.2194287501424155,124
Mumbai Indians,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,bat,15,1,139,4,0.8141697178248759,0.8230318185037806,0.27780332381721556,0.8335844402707782,0.7166289547520709,1.211650209186289,180
Mumbai Indians,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,bat,7,5,61,1,0.7760904563712688,0.5286353953367322,0.6123270746607613,0.7238494906488523,0.8749229032325296,0.7818426720369167,173
Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Stadium,Kolkata Knight Riders,field,16,5,173,5,0.6810812005397613,0.6579999422583583,0.7523756705025528,0.5232329738867112,0.6092123981566983,1.223817531575782,192
Rajasthan Royals,Kolkata Knight Riders,Feroz Shah Kotla,Rajasthan Royals,field,19,1,156,6,0.6374211146885058,0.39642837581522106,0.7011684809212457,0.6543635500617645,0.45816318671111794,1.2835367229489472,159
Delhi Capitals,Royal Challengers Bangalore,Ekana Cricket Stadium,Royal Challengers Bangalore,bat,18,5,170,9,0.4510693975722041,0.7062946703581996,0.444043867214015,0.8820324822693147,0.6856929904807548,1.2910462455732041,175
Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,Mumbai Indians,bat,12,2,100,3,0.5439079444354719,0.556771366067077,0.20484191659900786,0.8194982604994103,0.5391371036724268,1.1413207193255186,158
Royal Challengers Bangalore,Punjab Kings,Feroz Shah Kotla,Royal Challengers Bangalore,bat,15,1,112,1,0.7357178758304697,0.6065484027369136,0.6029529942702925,0.718575933777936,0.7378922747089576,1.2487739838857759,167
Kolkata Knight Riders,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Kolkata Knight Riders,bat,11,3,83,2,0.8319187732346882,0.7019916082187738,0.6922821488936991,0.40144402982724264,0.6119324443305327,1.231334217252749,152
Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,Punjab Kings,bat,7,2,65,5,0.7179693351068304,0.4175554839826084,0.7572035546041287,0.5214892625685674,0.8254116759008787,1.2374821107129481,179
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,Punjab Kings,bat,5,3,34,7,0.530199923819643,0.7065209272264709,0.5239756720002633,0.8756317444724648,0.8753225638266581,0.9514545207504508,145
Chennai Super Kings,Lucknow Super Giants,Punjab Cricket Association Stadium,Chennai Super Kings,field,16,2,152,1,0.6843056933312763,0.6867740861792018,0.6383592672215745,0.523668400768063,0.43694780567884955,1.0250211546905716,190
Sunrisers Hyderabad,Mumbai Indians,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,18,2,176,3,0.33312128901046034,0.5297548174738924,0.7889253315504849,0.7010063891891725,0.4300125058504426,0.8837870847329286,190
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,20,0,164,1,0.45675535702386577,0.3193964769227637,0.703394616508574,0.7605644551482742,0.4109789220111912,0.7728484108637272,164
Royal Challengers Bangalore,Delhi Capitals,Narendra Modi Stadium,Delhi Capitals,bat,12,2,85,7,0.3508495262493452,0.3478670186185813,0.5581219739500751,0.7034700470067721,0.4104573712224615,1.2189341844059398,126
Chennai Super Kings,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,9,5,87,3,0.6790687655758056,0.7363225724068831,0.5514883921432685,0.8745548283322586,0.7690526742120211,0.8329497829724651,165
Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,Chennai Super Kings,field,15,0,112,10,0.6736983961478185,0.39599894049203027,0.5036288595089498,0.5620628331985794,0.5153889378722618,1.0375953665911477,146
